-17904,90,144,-622,0,-6,261,-94,-11,20
-17776,92,144,-623,2,-4,262,-91,-15,23
-17936,91,144,-623,-5,-4,259,-94,-13,22
-17776,93,144,-623,-1,-2,262,-98,-17,22
-17840,92,144,-622,-1,-4,259,-97,-16,25
-17776,92,145,-623,-2,-2,260,-96,-13,25
-17808,92,145,-623,1,-1,262,-96,-14,20
-17792,92,146,-623,-3,-1,259,-90,-12,18
-17856,89,144,-623,2,2,266,-97,-14,22
-17840,92,145,-621,2,0,261,-98,-15,21
-17808,91,144,-622,-2,0,260,-96,-15,26
-17920,91,146,-622,-1,-5,262,-93,-16,22
-17968,93,144,-623,-2,-2,264,-95,-13,20
-17776,91,144,-622,-2,0,261,-96,-13,20
-17856,93,145,-623,1,-2,263,-95,-17,22
-17904,92,145,-622,-5,-4,257,-97,-12,23
-17920,93,144,-623,-2,-2,261,-98,-14,20
-17760,92,144,-623,2,-7,261,-93,-13,24
-17856,93,145,-623,-3,-6,259,-94,-13,25
-17904,91,145,-623,0,-2,262,-97,-15,24
-17840,91,144,-622,0,-6,259,-96,-15,26
-17808,92,144,-622,-1,-2,261,-94,-17,22
-17840,91,145,-621,-2,-6,263,-92,-14,20
-17968,91,145,-622,0,-1,261,-95,-12,22
-17776,91,144,-622,0,-5,259,-94,-15,21
-17792,92,144,-622,-1,-6,261,-97,-15,18
-17968,91,146,-623,-1,-4,262,-93,-12,24
-17824,94,143,-622,-1,0,256,-95,-14,22
-17952,91,146,-624,-12,-5,265,-95,-15,24
-17920,91,144,-622,-2,0,258,-95,-16,25
-17920,90,144,-622,-1,-1,260,-94,-19,24
-17968,92,144,-622,-1,-2,258,-94,-15,25
-17920,91,144,-621,-1,-4,257,-93,-15,22
-17936,91,144,-622,-1,-3,260,-97,-11,24
-17952,91,144,-621,-2,-2,260,-93,-12,19
-17808,92,145,-622,1,-2,260,-95,-16,23
-17824,93,144,-623,1,-3,262,-93,-15,19
-17920,90,144,-622,-2,0,263,-96,-9,22
-17872,91,144,-622,2,-2,260,-92,-14,24
-17904,93,144,-622,0,-7,261,-96,-11,24
-17936,91,144,-624,1,-2,262,-98,-16,20
-17920,91,145,-621,2,-4,261,-94,-14,24
-17904,92,144,-622,2,-5,260,-95,-9,21
-18000,92,145,-623,-2,-3,257,-96,-14,20
-17936,91,145,-623,0,-2,263,-95,-12,22
-17840,92,145,-623,-4,-3,259,-91,-12,21
-17968,92,145,-624,0,1,257,-89,-15,27
-17936,92,145,-622,2,-3,263,-92,-14,26
-18048,92,145,-623,2,-7,261,-95,-12,19
-17968,92,144,-623,4,-5,261,-94,-14,22
-17984,93,143,-623,-4,-6,263,-96,-18,22
-17952,91,145,-623,-4,-1,266,-93,-15,21
-18016,93,144,-623,0,-2,261,-94,-14,22
-18016,93,145,-624,-1,-4,256,-94,-12,23
-18000,92,144,-623,-2,-2,259,-96,-7,21
-17968,92,145,-624,1,-4,259,-93,-12,21
-18016,92,145,-624,3,-5,260,-92,-13,25
-18000,92,144,-622,0,-6,258,-97,-16,21
-18080,91,145,-622,-2,-4,265,-97,-15,25
-18048,92,144,-624,-1,-2,260,-99,-16,26
-17968,92,145,-624,-1,-1,259,-94,-16,22
-18016,92,145,-625,1,-6,262,-96,-14,22
-18144,92,145,-623,-1,-8,259,-93,-11,20
-18032,93,144,-623,1,-2,260,-95,-11,23
-17968,93,143,-623,1,0,261,-92,-13,24
-18032,91,144,-624,-1,-7,258,-94,-15,21
-17984,92,144,-622,-4,-4,262,-95,-13,22
-18112,91,146,-623,0,-2,262,-99,-15,21
-18080,91,144,-624,-3,-4,261,-93,-16,18
-18064,92,144,-624,-4,-5,260,-96,-13,24
-18112,91,143,-625,-1,-1,264,-98,-14,21
-18176,94,146,-624,-2,-2,254,-96,-14,23
-18032,91,144,-623,-5,-3,259,-90,-14,19
-18144,92,144,-624,2,-4,266,-93,-12,24
-18096,93,145,-622,-4,-1,264,-96,-14,26
-18096,93,145,-623,-1,-5,258,-91,-13,22
-18032,92,146,-624,-4,-3,258,-93,-13,20
-18032,92,143,-624,-1,-3,259,-95,-13,21
-18128,91,144,-623,-3,-4,259,-95,-14,22
-18096,91,145,-624,-3,-5,263,-98,-10,25
-18080,92,145,-624,-3,-5,263,-92,-12,25
-18000,93,144,-624,1,-5,264,-97,-15,22
-18096,93,144,-624,1,-3,261,-91,-12,20
-18000,92,145,-624,-2,-6,260,-97,-12,25
-18192,91,145,-625,-4,-3,263,-97,-13,24
-18000,93,145,-624,2,-10,260,-94,-12,21
-18096,92,144,-625,-4,-3,264,-96,-13,19
-18064,93,144,-624,-1,-5,263,-96,-11,23
-18064,93,144,-625,2,0,263,-92,-10,24
-18032,93,144,-624,-3,-3,261,-91,-14,21
-17968,94,145,-625,-4,-5,255,-95,-15,22
-18096,92,143,-623,-6,1,262,-96,-13,22
-17968,91,145,-624,-1,-1,262,-93,-11,23
-18144,93,144,-625,-2,-5,264,-98,-12,21
-18048,93,143,-625,-2,-2,258,-93,-13,21
-18048,92,143,-624,-5,1,258,-95,-14,24
-18000,92,144,-625,0,-3,263,-91,-13,26
-18064,92,144,-624,3,-3,263,-99,-18,23
-18080,92,144,-624,-2,-3,260,-96,-13,23
-18000,91,143,-624,-4,-3,262,-93,-12,22
-17968,92,145,-623,-1,-5,263,-95,-14,23
-18144,92,146,-623,0,-7,261,-96,-15,22
-18112,93,144,-624,-4,-6,261,-95,-14,25
-17968,91,144,-624,-1,-6,266,-92,-13,22
-18096,91,143,-624,2,-8,264,-94,-18,23
-18096,94,142,-624,1,-6,258,-92,-15,25
-18064,93,146,-624,1,-4,259,-94,-17,24
-18096,93,144,-625,-3,-3,261,-96,-11,23
-17936,92,145,-625,-4,-4,260,-94,-14,20
-18000,93,143,-624,-1,-7,262,-94,-14,21
-18032,93,145,-624,-2,-5,259,-92,-10,21
-18000,92,145,-624,-4,-7,262,-94,-11,23
-17952,93,145,-624,3,-5,262,-93,-11,24
-18000,92,144,-624,-2,-4,262,-92,-13,24
-18096,92,144,-624,-1,-4,261,-93,-13,23
-18016,93,144,-624,1,1,261,-95,-12,21
-18048,93,144,-623,-1,-4,261,-94,-14,21
-17968,91,144,-624,2,-2,266,-92,-15,22
-17984,92,145,-624,-2,-6,263,-97,-16,26
-18000,92,144,-622,-5,-3,258,-99,-13,19
-18000,92,144,-625,-1,-1,263,-94,-15,27
-18096,93,144,-624,-4,-4,262,-97,-11,25
-18000,92,143,-623,-3,-2,263,-95,-13,24
-18000,93,144,-623,4,-6,262,-92,-11,19
-18048,92,144,-624,2,-4,260,-96,-16,21
-18000,92,144,-624,4,-7,261,-95,-12,22
-18032,91,144,-624,1,-4,259,-97,-14,22
-18032,92,144,-623,0,-6,262,-93,-15,19
-18032,93,144,-624,-1,-3,261,-95,-18,22
-18016,92,142,-624,-4,-4,260,-95,-15,21
-18080,92,144,-624,4,-6,261,-95,-13,21
-17968,92,145,-625,-3,-3,261,-93,-13,21
-18032,92,144,-624,2,1,260,-94,-16,22
-17984,92,144,-623,-1,-4,259,-93,-15,29
-18096,92,144,-625,0,-4,261,-94,-13,19
-18144,91,144,-624,0,-2,257,-97,-13,25
-18032,93,144,-625,-3,-6,263,-93,-12,23
-18032,92,144,-625,-4,-3,259,-92,-13,22
-18096,91,143,-624,0,-1,260,-96,-9,23
-18064,92,144,-624,5,0,264,-95,-14,26
-17984,92,144,-626,-4,-5,263,-95,-12,23
-18096,93,143,-624,-1,-4,262,-97,-14,25
-18176,92,145,-625,-4,-3,256,-97,-12,25
-18224,92,144,-624,-3,-3,262,-94,-13,23
-18032,92,143,-623,0,-4,260,-95,-11,24
-17968,93,144,-624,0,-4,260,-94,-14,19
-18096,93,144,-625,0,-1,260,-95,-14,21
-18128,92,144,-624,-3,-1,253,-95,-16,21
-18032,92,144,-626,-4,-7,263,-95,-11,21
-18032,93,144,-624,-2,-4,260,-93,-14,23
-18096,92,145,-624,1,-7,263,-92,-9,24
-18128,93,143,-624,-3,-3,260,-93,-14,25
-18224,92,143,-625,-4,-2,261,-93,-13,22
-18128,92,143,-625,-2,-2,258,-91,-12,23
-18224,92,144,-625,-2,-7,258,-94,-13,22
-18112,92,146,-625,-3,-4,265,-90,-9,22
-18128,93,145,-624,-3,-6,257,-95,-9,22
-18128,92,143,-624,3,1,266,-95,-17,19
-18128,93,144,-624,-4,-3,262,-97,-11,22
-18192,92,144,-623,-2,-7,263,-95,-13,21
-18192,92,145,-624,-4,-4,263,-98,-13,21
-18192,92,144,-624,-1,-4,263,-92,-11,23
-18128,94,144,-623,-2,-5,262,-96,-12,24
-18224,93,144,-625,-7,-3,266,-93,-13,22
-18224,93,145,-625,-1,-9,263,-97,-12,23
-18112,92,143,-623,-3,-5,262,-94,-9,28
-18128,92,143,-625,2,-2,261,-99,-12,23
-18192,93,146,-624,1,-6,259,-91,-13,26
-18032,92,144,-625,9,-5,262,-95,-13,23
-18208,93,144,-624,-4,-6,262,-96,-12,19
-18192,92,145,-625,-3,-3,260,-93,-16,25
-18032,91,144,-625,1,-9,265,-95,-16,22
-18048,92,144,-625,-1,-4,264,-94,-13,26
-18096,92,143,-626,1,0,260,-92,-19,22
-18000,93,145,-624,-1,0,259,-96,-13,21
-18128,91,142,-625,-2,-2,263,-92,-12,19
-18160,93,144,-625,0,-4,265,-94,-14,21
-18128,93,144,-625,-3,1,262,-94,-12,22
-18080,90,144,-626,-1,1,260,-96,-15,27
-18096,92,144,-624,1,-4,260,-92,-12,24
-18128,94,143,-623,3,-5,264,-98,-17,22
-18128,92,145,-625,-1,-3,259,-90,-13,20
-18032,92,144,-623,-2,-4,262,-95,-14,26
-17984,92,144,-624,-3,-4,263,-90,-12,24
-18032,93,145,-625,-1,-1,259,-92,-18,22
-18064,93,145,-626,1,-2,260,-97,-11,22
-18128,92,144,-624,0,-2,258,-95,-14,21
-18048,93,145,-623,-4,-2,261,-92,-13,26
-18096,93,145,-624,-1,-4,263,-94,-17,18
-18000,91,144,-624,0,-2,255,-91,-16,26
-17936,92,145,-624,1,1,260,-93,-11,22
-17936,92,143,-624,1,-4,260,-96,-9,24
-18032,94,144,-625,0,-6,264,-94,-13,24
-18048,92,145,-623,3,0,261,-95,-16,20
-18064,91,145,-625,-3,-3,264,-97,-12,23
-18112,92,145,-623,1,-3,263,-96,-13,23
-18016,94,144,-624,-1,-3,263,-93,-15,22
-18048,92,145,-624,-1,-7,263,-93,-14,22
-18000,93,144,-623,2,-1,261,-96,-14,25
-18128,92,144,-624,-4,-6,263,-95,-12,24
-18000,93,144,-624,-3,-2,264,-96,-13,18
-18032,92,143,-624,0,-5,260,-96,-13,21
-18000,91,144,-623,1,-2,261,-95,-14,25
-18144,92,144,-625,0,-3,263,-96,-16,22
-18032,92,143,-624,-1,0,261,-94,-12,19
-17968,92,143,-624,-5,-2,260,-94,-17,24
-17936,91,144,-624,2,-3,262,-101,-14,25
-18032,93,143,-623,2,-6,261,-95,-9,22
-18128,91,144,-623,-1,0,263,-94,-15,22
-17968,93,145,-622,-3,-3,261,-96,-14,24
-18000,91,144,-624,1,-2,263,-93,-14,21
-18048,91,143,-624,2,-3,265,-97,-16,22
-18064,92,144,-623,0,0,256,-99,-13,22
-18032,93,143,-625,0,-6,262,-94,-11,25
-18016,92,144,-624,0,-5,265,-95,-14,21
-18144,92,145,-624,-2,-3,267,-97,-14,23
-17968,92,145,-624,-2,-4,262,-93,-16,22
-18064,93,144,-624,2,-3,262,-92,-13,15
-17968,93,145,-625,3,0,263,-98,-15,21
-17968,93,144,-624,-1,-4,262,-90,-13,25
-17968,92,144,-623,-1,-2,261,-93,-13,24
-18000,92,145,-625,3,-3,266,-94,-11,21
-18032,91,146,-625,-1,-2,262,-94,-10,22
-18000,91,144,-623,-1,-1,260,-95,-9,21
-18064,94,144,-623,-3,-2,261,-95,-14,24
-18000,92,143,-623,-3,-4,263,-94,-16,21
-18064,90,143,-624,-5,-6,261,-98,-12,23
-18016,93,145,-623,1,0,262,-96,-12,22
-17920,92,144,-624,-2,-3,259,-93,-17,20
-18080,92,145,-626,2,-3,263,-98,-16,21
-18048,92,145,-624,4,-3,261,-93,-14,24
-18080,93,143,-624,-3,1,259,-92,-15,26
-17968,92,144,-624,-2,-7,261,-95,-13,24
-18016,93,144,-624,1,1,262,-98,-13,26
-18016,92,145,-623,-1,-4,261,-96,-12,19
-18128,91,144,-623,-1,-2,261,-97,-14,19
-17968,93,146,-624,0,-7,264,-90,-13,25
-18064,92,144,-623,3,-2,261,-97,-14,23
-18000,93,144,-622,5,2,262,-92,-15,20
-18032,91,144,-624,1,-2,256,-96,-13,24
-18032,92,145,-625,-4,-4,257,-95,-11,25
-18016,93,143,-624,1,-2,258,-101,-15,22
-18128,93,145,-624,0,-2,262,-92,-9,21
-18032,93,145,-624,-3,-1,263,-92,-15,18
-18048,91,144,-624,2,-5,261,-92,-12,24
-18128,92,144,-624,-3,-1,255,-99,-15,23
-18064,92,145,-624,-2,-1,260,-92,-16,22
-18080,93,145,-624,0,-1,262,-95,-16,22
-18048,92,144,-625,-5,-2,262,-98,-18,20
-18096,93,146,-625,4,-5,260,-97,-12,18
-18032,93,145,-625,-6,-5,260,-97,-13,23
